department,municipality,community,population,occupied_hh,average_hh,hh_unelectrified,percent_unelectrified,percent_n_poor,percent_poor,percent_v_poor
Chontales,Juigalpa,Las Flores,1028,227,4.53,0,0.00,75.7,20.5,3.8
Chontales,Juigalpa,Minvah,151,37,4.08,0,0.00,97.3,2.7,0
Chontales,Juigalpa,Carlos Núñez,970,196,4.95,24,0.12,44.1,25.7,30.2
Chontales,Juigalpa,Santa Ana,986,188,5.24,5,0.03,55.5,27,17.5
Chontales,Juigalpa,Madrid,1107,234,4.73,15,0.06,54.9,23.8,21.3
Chontales,Juigalpa,Jorge Salazar,290,57,5.09,9,0.16,15.5,34.5,50
Chontales,Juigalpa,Maritza Rivas,846,160,5.29,25,0.16,39.5,28.7,31.7
Chontales,Juigalpa,El Cementerio,904,171,5.29,0,0.00,55.8,33.7,10.5
Chontales,Juigalpa,Punta Caliente,1124,244,4.61,5,0.02,59.8,29,11.2
Chontales,Juigalpa,Diriangen,353,81,4.36,18,0.22,25.6,37.8,36.6
Chontales,Juigalpa,Santo Antonio,1701,346,4.92,84,0.24,23.8,31.1,45.1
Chontales,Juigalpa,La Tonga,2649,566,4.68,34,0.06,44.5,34.1,21.4
Chontales,Juigalpa,Hector Ugarte,2483,515,4.82,28,0.05,51.5,29,19.5
Chontales,Juigalpa,Nuevo Amanecer,1816,372,4.88,36,0.10,38.6,31.1,30.3
Chontales,Juigalpa,Padre Miguel,2227,479,4.65,90,0.19,28,27.6,44.5
Chontales,Juigalpa,El Santuario,754,153,4.93,15,0.10,32.7,29.1,38.2
Chontales,Juigalpa,Morenita No.2,1012,221,4.58,35,0.16,71,12.9,16.1
Chontales,Juigalpa,30 de Mayo,622,140,4.44,75,0.54,38,28.6,33.3
Chontales,Juigalpa,Las Torres,100,20,5.00,10,0.50,0.7,35.7,63.6
Chontales,Juigalpa,San José,270,49,5.51,31,0.63,10,5,85
Chontales,Juigalpa,Cuidadela Mitch,392,81,4.84,23,0.28,0,8.2,91.8
Chontales,Juigalpa,Morenita No. 1,139,31,4.48,1,0.03,28.6,24.2,47.3
Chontales,Juigalpa,San Esteban No.1,477,95,5.02,23,0.24,46.5,32.3,21.2
Chontales,Juigalpa,El Naranjito,268,51,5.25,13,0.25,18.8,41.7,39.6
Chontales,Juigalpa,Aguas Calientes,222,41,5.41,27,0.66,35.2,38.9,25.9
Chontales,Juigalpa,San Francisco del Coyol,316,50,6.32,49,0.98,21.4,38.1,40.5
Chontales,Juigalpa,El Ayote,68,16,4.25,16,1.00,1.9,30.2,67.9
Chontales,Juigalpa,Monte Fresco,93,17,5.47,17,1.00,18.8,37.4,43.8
Chontales,Juigalpa,Piedras Grandes No.3,494,84,5.88,82,0.98,5.6,33.3,61.1
Chontales,Juigalpa,Quebrantadero,369,76,4.86,39,0.51,32.1,25.6,42.3
Chontales,Juigalpa,Gueguestepe,119,24,4.96,17,0.71,16.7,45.8,37.5
Chontales,Juigalpa,Las Lajitas,430,76,5.66,15,0.20,35.5,39.8,24.7
Chontales,Juigalpa,San Esteban No.2,234,47,4.98,38,0.81,11.7,37.9,50.5
Chontales,Juigalpa,San Miguelito,475,101,4.70,88,0.87,29.8,34,36.2
Chontales,Juigalpa,San Ramon,382,94,4.06,51,0.54,31.2,29.9,39
Chontales,Juigalpa,Piedras Grandes No.1,379,73,5.19,71,0.97,20,40,40
Chontales,Juigalpa,Piedras Grandes No.2,87,15,5.80,13,0.87,4.7,23.5,71.8
Chontales,Juigalpa,Amerrisque,147,29,5.07,29,1.00,3.4,41.4,55.2
Chontales,Juigalpa,Poza Larga,151,31,4.87,31,1.00,25.8,38.7,35.5
Chontales,Juigalpa,Apompua,644,129,4.99,52,0.40,45.1,28.9,26.1
Chontales,Juigalpa,San Antonio,276,76,3.63,27,0.36,57.1,33.8,9.1
Chontales,Juigalpa,Santa Rita,152,26,5.85,12,0.46,58.6,24.1,17.2
Chontales,Juigalpa,Cobano,422,88,4.80,68,0.77,13.3,42.2,44.4
Chontales,Juigalpa,El Arrayan,292,50,5.84,47,0.94,10.3,24.1,65.5
Chontales,Juigalpa,Puerto Diaz,945,141,6.70,31,0.22,30.5,30.5,39
Chontales,Juigalpa,Guapinolapa,150,29,5.17,24,0.83,19.4,45.2,35.5
Chontales,Juigalpa,Hato Grande,939,147,6.39,48,0.33,24,39.6,36.4
Chontales,Juigalpa,El Hatillo,258,40,6.45,18,0.45,18.6,39.5,41.9
Chontales,Juigalpa,Aguas Buenas,286,46,6.22,35,0.76,10.2,30.6,59.2
Chontales,Juigalpa,Total,51838,10636,4.87,1772,0.17,,,
Chontales,Juigalpa,Total Rural,9075,1692,5.36,981,0.58,,,
Chontales,La Libertad,Arnoldo Alemán,116,23,5.04,2,0.09,57.7,7.7,34.6
Chontales,La Libertad,San Luis,865,180,4.81,9,0.05,32.8,34.4,32.8
Chontales,La Libertad,San José,198,41,4.83,6,0.15,31.8,27.3,40.9
Chontales,La Libertad,Concepcion de Maria,40,8,5.00,0,0.00,37.5,37.5,25
Chontales,La Libertad,La Luz,118,19,6.21,11,0.58,4.3,26.1,69.6
Chontales,La Libertad,Zona # 1,681,100,6.81,3,0.03,43.5,36.6,19.9
Chontales,La Libertad,Zona # 2,532,141,3.77,3,0.02,52.2,26.1,21.7
Chontales,La Libertad,La Sapera,255,54,4.72,11,0.20,7.5,35.8,56.6
Chontales,La Libertad,Villa Hermosa,333,64,5.20,8,0.13,15.7,30,54.3
Chontales,La Libertad,Minvah,771,165,4.67,20,0.12,22.9,39.4,37.6
Chontales,La Libertad,Tasba Pri,178,36,4.94,1,0.03,27.5,47.5,25
Chontales,La Libertad,Camilo Ortega,382,74,5.16,11,0.15,27.5,20,52.5
Chontales,La Libertad,Nueva Esperanza,408,88,4.64,30,0.34,14.3,16.5,69.2
Chontales,La Libertad,Micro Región I,2251,362,6.22,320,0.88,9.6,28.1,62.3
Chontales,La Libertad,Micro Región II,1179,210,5.61,206,0.98,3.3,34,62.7
Chontales,La Libertad,Micro Región III,341,54,6.31,54,1.00,3.6,25.5,70.9
Chontales,La Libertad,Micro Región IV,1282,256,5.01,255,1.00,12.5,32.7,54.8
Chontales,La Libertad,Micro Región V,1194,220,5.43,215,0.98,11.7,25.5,62.8
Chontales,La Libertad,Micro Región VI,295,59,5.00,49,0.83,9.8,32.8,57.4
Chontales,La Libertad,Total,11419,2154,5.30,1214,0.56,,,
Chontales,La Libertad,Total Rural,6542,1161,5.63,1099,0.95,,,
Chontales,San Francisco de Cuapa,Villa Hermosa,347,70,4.96,27,0.39,11.4,21.4,67.1
Chontales,San Francisco de Cuapa,Buenos Aires,344,79,4.35,13,0.16,20.3,32.9,46.8
Chontales,San Francisco de Cuapa,Los Laureles,119,29,4.10,1,0.03,48.1,37,14.8
Chontales,San Francisco de Cuapa,Calle Central,258,62,4.16,2,0.03,37.3,42.4,20.3
Chontales,San Francisco de Cuapa,La Plaza,574,144,3.99,19,0.13,28.4,36.9,34.8
Chontales,San Francisco de Cuapa,Las Rosas,519,121,4.29,17,0.14,32.2,32.2,35.5
Chontales,San Francisco de Cuapa,El Venado,69,11,6.27,11,1.00,9.1,27.3,63.6
Chontales,San Francisco de Cuapa,El Silencio,187,35,5.34,35,1.00,2.9,34.3,62.9
Chontales,San Francisco de Cuapa,El Zancudo,105,16,6.56,16,1.00,0,43.8,56.3
Chontales,San Francisco de Cuapa,El Silencio No.1,251,50,5.02,50,1.00,12,26,62
Chontales,San Francisco de Cuapa,Matayagual,133,26,5.12,25,0.96,15.4,26.9,57.7
Chontales,San Francisco de Cuapa,El Cangrejal,175,35,5.00,30,0.86,11.4,37.1,51.4
Chontales,San Francisco de Cuapa,El Cedral,292,58,5.03,55,0.95,8.9,32.1,58.9
Chontales,San Francisco de Cuapa,El Pintor,287,65,4.42,19,0.29,35.5,35.5,29
Chontales,San Francisco de Cuapa,La Montañuela,133,22,6.05,21,0.95,0,23.8,76.2
Chontales,San Francisco de Cuapa,El Tule,115,20,5.75,20,1.00,9.5,23.8,66.7
Chontales,San Francisco de Cuapa,Llano Grande,492,92,5.35,34,0.37,31.3,41.4,27.3
Chontales,San Francisco de Cuapa,El Carmen,226,59,3.83,39,0.66,18.2,38.2,43.6
Chontales,San Francisco de Cuapa,Chavarría,300,52,5.77,51,0.98,1.9,11.5,86.5
Chontales,San Francisco de Cuapa,Despoblado,114,24,4.75,24,1.00,16.7,25,58.3
Chontales,San Francisco de Cuapa,El Tamarindo,121,26,4.65,19,0.73,20.7,34.5,44.8
Chontales,San Francisco de Cuapa,Santa Juana,346,65,5.32,45,0.69,17.2,29.7,53.1
Chontales,San Francisco de Cuapa,Total,5507,1161,4.74,573,0.49,,,
Chontales,San Francisco de Cuapa,Total Rural,3346,656,5.10,494,0.75,,,
Chontales,San Pedro de Lóvago,Mario Auxiliadora,493,97,5.08,3,0.03,53.8,31.7,14.4
Chontales,San Pedro de Lóvago,Esquipulas No.1,190,37,5.14,0,0.00,28.9,31.6,39.5
Chontales,San Pedro de Lóvago,Esquipulas No.2,193,38,5.08,1,0.03,48.8,26.8,24.4
Chontales,San Pedro de Lóvago,Zona No.1,407,71,5.73,0,0.00,46.2,30.8,23.1
Chontales,San Pedro de Lóvago,Zona No.2,531,97,5.47,4,0.04,62.2,29.3,8.5
Chontales,San Pedro de Lóvago,Zona No.3,249,53,4.70,0,0.00,51,31.4,17.6
Chontales,San Pedro de Lóvago,Zona No.4,279,61,4.57,6,0.10,47.2,43.4,9.4
Chontales,San Pedro de Lóvago,Zona No.5,247,49,5.04,1,0.02,50.8,21.3,27.9
Chontales,San Pedro de Lóvago,Zona No.6,292,56,5.21,1,0.02,53.1,38.8,8.2
Chontales,San Pedro de Lóvago,Zona No.7,351,75,4.68,1,0.01,42.6,45.9,11.5
Chontales,San Pedro de Lóvago,Brisas del Rio,189,35,5.40,15,0.43,40.3,41.6,18.2
Chontales,San Pedro de Lóvago,Bulun,151,27,5.59,27,1.00,0,11.1,88.9
Chontales,San Pedro de Lóvago,Zanzibar,172,28,6.14,28,1.00,0,25,75
Chontales,San Pedro de Lóvago,La Sardina,214,42,5.10,42,1.00,11.9,38.1,50
Chontales,San Pedro de Lóvago,El Zapotal,232,51,4.55,51,1.00,11.3,43.4,45.3
Chontales,San Pedro de Lóvago,Banadi,148,24,6.17,24,1.00,12.5,29.2,58.3
Chontales,San Pedro de Lóvago,Pulvasan,142,34,4.18,34,1.00,17.1,42.9,40
Chontales,San Pedro de Lóvago,La Pintada,200,47,4.26,47,1.00,28,46,26
Chontales,San Pedro de Lóvago,Potrero Cerrado,129,25,5.16,25,1.00,44.4,18.5,37
Chontales,San Pedro de Lóvago,Muluco,35,11,3.18,9,0.82,0,45.5,54.5
Chontales,San Pedro de Lóvago,Palo Solo,184,39,4.72,32,0.82,24.4,46.3,29.3
Chontales,San Pedro de Lóvago,Cunagas,252,47,5.36,33,0.70,24.5,30.2,45.3
Chontales,San Pedro de Lóvago,Puertas de Paris,466,88,5.30,69,0.78,21.6,33,45.4
Chontales,San Pedro de Lóvago,San Bartolo,140,34,4.12,34,1.00,22.9,42.9,34.3
Chontales,San Pedro de Lóvago,El Juste,643,144,4.47,141,0.98,28.5,31.9,39.6
Chontales,San Pedro de Lóvago,La Palma,560,124,4.52,25,0.20,46.9,31.5,21.5
Chontales,San Pedro de Lóvago,Saca Huacal,561,106,5.29,57,0.54,22.1,38.1,39.8
Chontales,San Pedro de Lóvago,Total,7650,1540,4.97,710,0.46,,,
Chontales,San Pedro de Lóvago,Total Rural,4229,871,4.86,678,0.78,,,
Chontales,Santo Domingo,Tamagás,199,47,4.23,3,0.06,11.1,40,48.9
Chontales,Santo Domingo,Tapawalsito,445,91,4.89,12,0.13,36.2,37.2,26.6
Chontales,Santo Domingo,Chester Obando,685,138,4.96,7,0.05,38.7,26.8,34.5
Chontales,Santo Domingo,Carlos Fonseca,535,110,4.86,25,0.23,16.4,13.6,70
Chontales,Santo Domingo,Jalteva,639,144,4.44,27,0.19,31.7,37.2,31
Chontales,Santo Domingo,Pedro Joaquín Chamorro,375,66,5.68,4,0.06,22.5,26.8,50.7
Chontales,Santo Domingo,Roldan Paz,95,22,4.32,0,0.00,45.5,50,4.5
Chontales,Santo Domingo,Oscar Lino Paz,104,24,4.33,1,0.04,43.5,47.8,8.7
Chontales,Santo Domingo,German Pomares,122,25,4.88,0,0.00,52,12,36
Chontales,Santo Domingo,Pancasán,540,109,4.95,24,0.22,17.1,21.9,61
Chontales,Santo Domingo,Sandino,479,89,5.38,16,0.18,31.9,20.9,47.3
Chontales,Santo Domingo,Jabalí,290,59,4.92,16,0.27,25,26.7,48.3
Chontales,Santo Domingo,La Hermandad,343,64,5.36,9,0.14,25.8,36.4,37.9
Chontales,Santo Domingo,Revolución,118,30,3.93,0,0.00,50,26.9,23.1
Chontales,Santo Domingo,Cuscuas,994,166,5.99,165,0.99,2.9,21.8,75.3
Chontales,Santo Domingo,Tapalwas 2,317,64,4.95,59,0.92,10.2,25.4,64.4
Chontales,Santo Domingo,Tapalwas 3,61,13,4.69,13,1.00,30.8,23.1,46.2
Chontales,Santo Domingo,El Chile,1001,194,5.16,182,0.94,20,31.9,48.1
Chontales,Santo Domingo,Palmira No 1,641,106,6.05,104,0.98,7.5,22.4,70.1
Chontales,Santo Domingo,El Camastro,412,75,5.49,72,0.96,21.9,24.7,53.4
Chontales,Santo Domingo,El Cilindro,202,37,5.46,36,0.97,10.5,42.1,47.4
Chontales,Santo Domingo,Dos Bocas,913,159,5.74,155,0.97,11.2,28.6,60.2
Chontales,Santo Domingo,El Guineal,282,52,5.42,47,0.90,8.3,12.5,79.2
Chontales,Santo Domingo,El Mono,571,98,5.83,95,0.97,1,21.9,77.1
Chontales,Santo Domingo,Bulún No 1,555,94,5.90,93,0.99,14,37.6,48.4
Chontales,Santo Domingo,Bulún No 2,671,139,4.83,131,0.94,10.6,28.8,60.6
Chontales,Santo Domingo,Carca Grande,164,29,5.66,29,1.00,6.9,27.6,65.5
Chontales,Santo Domingo,El Escándalo,59,15,3.93,14,0.93,7.1,21.4,71.4
Chontales,Santo Domingo,El Salto,88,23,3.83,15,0.65,5,35,60
Chontales,Santo Domingo,Fruta de Pan,152,29,5.24,29,1.00,20,33.3,46.7
Chontales,Santo Domingo,Banadi,130,31,4.19,28,0.90,9.7,54.8,35.5
Chontales,Santo Domingo,Total,12182,2342,5.20,1411,0.60,,,
Chontales,Santo Domingo,Total Rural,7213,1324,5.45,1267,0.96,,,
Chontales,Santo Tomás,La Conquista,595,125,4.76,44,0.35,10,20.8,69.2
Chontales,Santo Tomás,Pancasan,1456,308,4.73,11,0.04,40.1,38.8,21.1
Chontales,Santo Tomás,Suyapa,1610,327,4.92,7,0.02,45.9,33.5,20.6
Chontales,Santo Tomás,San José,1741,345,5.05,37,0.11,36.2,24.4,39.4
Chontales,Santo Tomás,Reynaldo Jirón,915,189,4.84,5,0.03,43.5,40.6,15.9
Chontales,Santo Tomás,Jaime Lazo,694,157,4.42,0,0.00,65.3,29.3,5.4
Chontales,Santo Tomás,Suyapa,483,105,4.60,0,0.00,75,18.8,6.3
Chontales,Santo Tomás,Sandino,2197,443,4.96,23,0.05,42.8,34.3,23
Chontales,Santo Tomás,Héroes y Martinez,596,117,5.09,3,0.03,35.7,38,26.4
Chontales,Santo Tomás,Las Lajitas,249,53,4.70,43,0.81,0,9.1,90.9
Chontales,Santo Tomás,Bella Vista,528,102,5.18,10,0.10,26.9,28.7,44.4
Chontales,Santo Tomás,Santiago,614,141,4.35,0,0.00,53.4,35.1,11.5
Chontales,Santo Tomás,El Jicarito,666,115,5.79,113,0.98,17.4,27,55.7
Chontales,Santo Tomás,Maravilla,412,78,5.28,66,0.85,22.2,34.6,43.2
Chontales,Santo Tomás,Lajeroso,414,67,6.18,62,0.93,16.4,37.3,46.3
Chontales,Santo Tomás,Sierrawas,348,61,5.70,58,0.95,18,32.8,49.2
Chontales,Santo Tomás,Oropendola,188,31,6.06,31,1.00,16.1,45.2,38.7
Chontales,Santo Tomás,Guarumo,514,96,5.35,91,0.95,19.2,41.4,39.4
Chontales,Santo Tomás,El Zapotal,209,32,6.53,31,0.97,18.8,37.5,43.8
Chontales,Santo Tomás,Los Mollejones,426,86,4.95,86,1.00,12.8,40.7,46.5
Chontales,Santo Tomás,Las Mesas,320,70,4.57,44,0.63,19.4,38.9,41.7
Chontales,Santo Tomás,Las Hatillas,133,32,4.16,30,0.94,9.1,36.4,54.5
Chontales,Santo Tomás,Tierras Blancas,547,114,4.80,104,0.91,18.1,43.1,38.8
Chontales,Santo Tomás,El Alto,549,95,5.78,89,0.94,14.4,34,51.5
Chontales,Santo Tomás,Total,16404,3289,4.99,988,0.30,,,
Chontales,Santo Tomás,Total Rural,4726,877,5.39,805,0.92,,,
Chontales,Villa Sandino,Zona 1,926,197,4.70,29,0.15,33.7,29.7,36.6
Chontales,Villa Sandino,Zona 2,975,194,5.03,22,0.11,22.2,34.3,43.4
Chontales,Villa Sandino,Zona 3,1115,241,4.63,41,0.17,24.8,27.3,47.9
Chontales,Villa Sandino,Zona 4,357,77,4.64,8,0.10,42,33.3,24.7
Chontales,Villa Sandino,Lajeroso,178,26,6.85,26,1.00,7.1,32.1,60.7
Chontales,Villa Sandino,Garrobo Grande,612,113,5.42,111,0.98,8.6,34.5,56.9
Chontales,Villa Sandino,Angustura,296,60,4.93,53,0.88,16.9,33.8,49.2
Chontales,Villa Sandino,Hojachigual,257,42,6.12,38,0.90,4.7,27.9,67.4
Chontales,Villa Sandino,Santa Clara,47,12,3.92,10,0.83,16.7,25,58.3
Chontales,Villa Sandino,Riíto,64,15,4.27,7,0.47,11.8,47.1,41.2
Chontales,Villa Sandino,Guanacastillo,186,30,6.20,25,0.83,5.6,27.8,66.7
Chontales,Villa Sandino,Las Hamacas,218,40,5.45,15,0.38,25,45.5,29.5
Chontales,Villa Sandino,Quinama,259,52,4.98,45,0.87,14.8,35.2,50
Chontales,Villa Sandino,Chagütillo,410,73,5.62,70,0.96,5.3,34.7,60
Chontales,Villa Sandino,Kamusaska,554,93,5.96,93,1.00,5.3,35.8,58.9
Chontales,Villa Sandino,Ramo de Oro,345,72,4.79,65,0.90,8.6,32.1,59.3
Chontales,Villa Sandino,Rancho Alegre,431,82,5.26,54,0.66,20.7,28,51.2
Chontales,Villa Sandino,Muhan,1602,336,4.77,61,0.18,31.3,32.7,36.1
Chontales,Villa Sandino,Los Millones,415,81,5.12,64,0.79,10.8,25.3,63.9
Chontales,Villa Sandino,La Gateada,1972,407,4.85,46,0.11,17.5,32.9,49.6
Chontales,Villa Sandino,Chilamate,952,172,5.53,71,0.41,27.7,38.8,33.5
Chontales,Villa Sandino,Las Pavas No.1,365,70,5.21,67,0.96,10.3,30.9,58.8
Chontales,Villa Sandino,Las Pavas No.2,374,66,5.67,65,0.98,1.5,16.7,81.8
Chontales,Villa Sandino,El Pavón,242,42,5.76,40,0.95,6.7,42.2,51.1
Chontales,Villa Sandino,Total,13152,2593,5.07,1126,0.43,,,
Chontales,Villa Sandino,Total Rural,9779,1884,5.19,1026,0.54,,,
Estelí,Condega,Moisés Córdoba,514,109,4.72,20,0.18,33,38.3,28.7
Estelí,Condega,Santiago Baldovino,267,53,5.04,5,0.09,48.2,28.6,23.2
Estelí,Condega,Casco García,162,33,4.91,3,0.09,61.8,23.5,14.7
Estelí,Condega,Guadalupe,257,54,4.76,7,0.13,42.6,37,20.4
Estelí,Condega,El Esfuerzo No.1,474,95,4.99,13,0.14,39.4,39.4,21.2
Estelí,Condega,El Esfuerzo No.2,666,135,4.93,22,0.16,31.2,29.1,39.7
Estelí,Condega,Prudencio Serrano,500,102,4.90,5,0.05,41,38.1,21
Estelí,Condega,Evaristo Cruz,711,145,4.90,18,0.12,38.8,28.9,32.2
Estelí,Condega,Canta Gallo,1015,215,4.72,12,0.06,56.5,29.2,14.4
Estelí,Condega,Culse,110,22,5.00,2,0.09,3.8,26.9,69.2
Estelí,Condega,Juana Vizcaya,440,91,4.84,22,0.24,30.6,30.6,38.8
Estelí,Condega,20 de Septiembre,919,200,4.60,9,0.05,62.6,29.6,7.8
Estelí,Condega,Triunfo de la Revolución,940,196,4.80,13,0.07,49.3,34.1,16.6
Estelí,Condega,Mildred Centeno,671,150,4.47,6,0.04,61.1,29.9,8.9
Estelí,Condega,Alcides Meza,1039,209,4.97,15,0.07,45.9,39.3,14.8
Estelí,Condega,Francisco Luís Espinoza,204,42,4.86,5,0.12,43.5,39.1,17.4
Estelí,Condega,Solidaridad,968,227,4.26,13,0.06,42.4,34.9,22.7
Estelí,Condega,Praga,37,10,3.70,0,0.00,100,0,0
Estelí,Condega,Micro Región II,789,170,4.64,95,0.56,38.5,40.8,20.7
Estelí,Condega,Micro Región III,2473,462,5.35,367,0.79,29.6,39.1,31.3
Estelí,Condega,Micro Región IV,3604,684,5.27,540,0.79,18.9,38.6,42.5
Estelí,Condega,Micro Región V,2009,409,4.91,161,0.39,38.5,39,22.5
Estelí,Condega,Micro Región VI,2084,430,4.85,132,0.31,35.3,37.9,26.8
Estelí,Condega,Micro Región VII,1288,258,4.99,253,0.98,7.3,30.2,62.6
Estelí,Condega,Micro Región VIII,2213,409,5.41,307,0.75,11.4,32.8,55.8
Estelí,Condega,Micro Región IX,1573,300,5.24,203,0.68,23.5,32,44.4
Estelí,Condega,Micro Región X,550,116,4.74,114,0.98,21.6,35.3,43.1
Estelí,Condega,Micro Región XI,2004,379,5.29,163,0.43,28.3,38.1,33.6
Estelí,Condega,Total,28481,5705,4.99,2525,0.44,,,
Estelí,Condega,Total Rural,18587,3617,5.14,2335,0.65,,,
Estelí,Estelí,Gerado Broak,179,38,4.71,12,0.32,28.2,25.6,46.2
Estelí,Estelí,Jazmín,146,25,5.84,6,0.24,14.8,29.6,55.6
Estelí,Estelí,Ciudad Dinamarca,125,25,5.00,1,0.04,39.3,39.3,21.4
Estelí,Estelí,El Rosario,1291,255,5.06,8,0.03,50,32,18
Estelí,Estelí,Dios Proveerá,712,142,5.01,14,0.10,31.5,34.9,33.6
Estelí,Estelí,Betania,265,50,5.30,0,0.00,50,33.3,16.7
Estelí,Estelí,Ciudadela Miraflor,9,1,9.00,1,1.00,0,0,100
Estelí,Estelí,La riviera,47,16,2.94,0,0.00,100,0,0
Estelí,Estelí,Las Lajitas,150,24,6.25,12,0.50,18.5,33.3,48.1
Estelí,Estelí,Ronaldo Arauz,900,147,6.12,4,0.03,47.4,35.7,17
Estelí,Estelí,Los Ángeles,1550,302,5.13,13,0.04,48.1,30,22
Estelí,Estelí,Ciudad Sandino,2233,420,5.32,9,0.02,51.9,35.3,12.8
Estelí,Estelí,Omar Torrijos,1289,236,5.46,8,0.03,48,31.3,20.7
Estelí,Estelí,16 de Julio,391,89,4.39,5,0.06,53.2,23.4,23.4
Estelí,Estelí,Arlen Siú,1058,196,5.40,11,0.06,54.6,29.6,15.7
Estelí,Estelí,Emau,479,106,4.52,0,0.00,77.1,20.2,2.8
Estelí,Estelí,Oscar Arnulfo Romero,980,167,5.87,2,0.01,54.7,36.9,8.4
Estelí,Estelí,14 de Abril,4873,908,5.37,41,0.05,44.6,34.5,20.9
Estelí,Estelí,Belén,2050,419,4.89,80,0.19,14.4,26.7,58.9
Estelí,Estelí,Noel Gómez,628,112,5.61,6,0.05,30,35.4,34.6
Estelí,Estelí,Estelí Heroico,2275,478,4.76,4,0.01,67.9,24.8,7.3
Estelí,Estelí,Carlos Núñez Téllez,441,100,4.41,3,0.03,76.2,13.9,9.9
Estelí,Estelí,Jaime Ubeda,1837,398,4.62,5,0.01,60.1,31.7,8.2
Estelí,Estelí,Jose Santos Zelaya,3164,614,5.15,19,0.03,46.1,33.7,20.2
Estelí,Estelí,Los Cerdos,184,35,5.26,12,0.34,26.3,31.6,42.1
Estelí,Estelí,Elías Moncada,1259,262,4.81,1,0.00,74.2,21.5,4.4
Estelí,Estelí,Noel La Comuna,1026,231,4.44,12,0.05,45.3,32.5,22.2
Estelí,Estelí,Oscar Gómez No.1,1027,952,1.08,91,0.10,32.7,40.8,26.5
Estelí,Estelí,Oscar Gómez No.2,5059,48,105.40,5,0.10,0,21.1,78.9
Estelí,Estelí,Maria Elena Cuadra,230,19,12.11,12,0.63,59.4,25.9,14.7
Estelí,Estelí,La Porra,91,247,0.37,5,0.02,60.3,31.5,8.2
Estelí,Estelí,Panama Soberana,1204,236,5.10,0,0.00,88.8,10.3,0.9
Estelí,Estelí,Orlando Ochoa,1124,218,5.16,2,0.01,80,18.9,1.1
Estelí,Estelí,René Barrantes,868,264,3.29,1,0.00,53.8,32.8,13.4
Estelí,Estelí,Pablo Úbeda,1106,269,4.11,3,0.01,28.1,29.2,42.8
Estelí,Estelí,Camillo II,1415,107,13.22,123,1.15,62.5,24.2,13.3
Estelí,Estelí,Oscar Turcios,5107,271,18.85,4,0.01,26.1,34.8,39.1
Estelí,Estelí,Juana Mendoza,1345,746,1.80,80,0.11,39.7,29.9,30.4
Estelí,Estelí,Villa Esperanza,3920,375,10.45,14,0.04,82.5,15.5,2
Estelí,Estelí,Primero de Mayo,1827,293,6.24,0,0.00,68.2,22.9,8.9
Estelí,Estelí,Hermanos Carmona,1290,181,7.13,1,0.01,73,23.6,3.4
Estelí,Estelí,Milena Hernández,859,262,3.28,1,0.00,53.6,31.8,14.7
Estelí,Estelí,Igor Úbeda,1180,199,5.93,11,0.06,26.9,29.9,43.1
Estelí,Estelí,29 de Octubre,1436,278,5.17,69,0.25,24.6,24.6,50.9
Estelí,Estelí,Leonel Ruguma,1165,224,5.20,21,0.09,33.3,34.6,32.1
Estelí,Estelí,La Unión,1186,208,5.70,21,0.10,23.7,33.8,42.5
Estelí,Estelí,Las Casitas,70,14,5.00,4,0.29,0,29.4,70.6
Estelí,Estelí,Bello Amanecer,792,137,5.78,20,0.15,31.5,39,29.5
Estelí,Estelí,Betel,125,27,4.63,27,1.00,0,21.4,78.6
Estelí,Estelí,Filemón Rivera,1768,352,5.02,35,0.10,44.7,31.9,23.4
Estelí,Estelí,Arístides Benavides,1604,323,4.97,3,0.01,57.5,32.9,9.6
Estelí,Estelí,José Benito Escobar,3011,597,5.04,8,0.01,50.7,34.1,15.1
Estelí,Estelí,Anexo José Benito Escobar,262,57,4.60,13,0.23,28.1,21.1,50.9
Estelí,Estelí,Juno Rodríguez,1593,394,4.04,0,0.00,76.9,18.9,4.2
Estelí,Estelí,Oscar Benavides,1097,266,4.12,1,0.00,75.4,20.8,3.8
Estelí,Estelí,William Fonseca,1052,218,4.83,52,0.24,18.3,28.8,52.8
Estelí,Estelí,Linda Vista,459,101,4.54,6,0.06,46.4,31.8,21.8
Estelí,Estelí,El Centenario,1348,309,4.36,2,0.01,62.1,26.6,11.3
Estelí,Estelí,Santo Domingo,1394,310,4.50,40,0.13,32.4,36,31.5
Estelí,Estelí,Héroes y Mártires,1954,415,4.71,0,0.00,74,22.7,3.2
Estelí,Estelí,El Calvario,2164,478,4.53,5,0.01,69.9,24.7,5.4
Estelí,Estelí,Manuel Alonso,1351,298,4.53,38,0.13,25.5,38.2,36.3
Estelí,Estelí,El Paraíso,1089,214,5.09,16,0.07,30.3,33.8,36
Estelí,Estelí,Virginia Quintero,723,154,4.69,8,0.05,34,31.4,34.6
Estelí,Estelí,Boris Vega,2114,415,5.09,8,0.02,56,31,13
Estelí,Estelí,Juan Bladón,1914,397,4.82,2,0.01,67.6,26.8,5.6
Estelí,Estelí,Alfredo Lazo,1618,317,5.10,10,0.03,60.8,28.6,10.6
Estelí,Estelí,Boanerge López,1236,127,9.73,2,0.02,64.3,17.8,17.8
Estelí,Estelí,Lomas de Linda Vista,49,11,4.45,0,0.00,85.7,14.3,0
